code,name,latest_price,pct_chg,price_change,volume,amount,high,low,open,prev_close,turnover_rate,fetched_at
518880,黄金ETF华安,9.29,0.1,0.009,2821727,2623259392.0,9.32,9.274,9.301,9.281,2.56,2026-06-04T19:41:54
512100,中证1000ETF南方,3.385,-0.12,-0.004,7576995,2563956253.0,3.4,3.35,3.35,3.389,20.33,2026-06-04T19:41:54
510500,中证500ETF南方,8.448,-0.08,-0.007,2959299,2497825120.0,8.489,8.371,8.371,8.455,6.3,2026-06-04T19:41:54
159570,港股通创新药ETF汇添富,1.27,-0.55,-0.007,19457690,2469216406.065,1.297,1.253,1.284,1.277,11.45,2026-06-04T19:41:54
515220,煤炭ETF国泰,1.43,2.14,0.03,17084186,2414179839.0,1.459,1.366,1.39,1.4,16.01,2026-06-04T19:41:54
588170,科创半导体ETF华夏,2.516,4.79,0.115,9252751,2296111188.0,2.525,2.343,2.343,2.401,23.25,2026-06-04T19:41:54
159516,半导体设备ETF国泰,1.243,3.76,0.045,18594090,2292925336.557,1.251,1.175,1.175,1.198,10.57,2026-06-04T19:41:54
512050,A500ETF华夏,1.29,-0.62,-0.008,17477930,2256863924.0,1.297,1.283,1.286,1.298,11.89,2026-06-04T19:41:54
159941,纳指ETF广发,1.673,-1.99,-0.034,12453243,2085285303.362,1.687,1.665,1.679,1.707,5.54,2026-06-04T19:41:54
159845,中证1000ETF华夏,3.486,0.11,0.004,5898215,2053124416.025,3.497,3.441,3.441,3.482,34.61,2026-06-04T19:41:54
512880,证券ETF国泰,1.022,-1.26,-0.013,18656620,1911844432.0,1.04,1.015,1.028,1.035,3.53,2026-06-04T19:41:54
510050,上证50ETF华夏,2.964,-1.07,-0.032,6368816,1892240982.0,2.993,2.957,2.98,2.996,7.81,2026-06-04T19:41:54
159131,港股通信息技术ETF华宝,1.1,-0.99,-0.011,17036848,1875367046.621,1.112,1.082,1.092,1.111,137.62,2026-06-04T19:41:54
159361,A500ETF易方达,1.323,-0.45,-0.006,14043700,1857422764.735,1.329,1.315,1.321,1.329,7.13,2026-06-04T19:41:54
159949,创业板50ETF华安,1.997,-0.99,-0.02,8021733,1599978573.347,2.012,1.978,1.986,2.017,6.34,2026-06-04T19:41:54
159326,电网设备ETF华夏,2.093,0.05,0.001,7465244,1564586299.561,2.111,2.072,2.077,2.092,5.26,2026-06-04T19:41:54
513050,中概互联网ETF易方达,1.134,-1.73,-0.02,13485951,1532901107.0,1.152,1.129,1.142,1.154,4.08,2026-06-04T19:41:54
159967,创业板成长ETF华夏,0.968,-0.1,-0.001,15693315,1513251376.647,0.974,0.947,0.95,0.969,30.61,2026-06-04T19:41:54
159792,港股通互联网ETF富国,0.623,-2.04,-0.013,23656446,1473406459.222,0.633,0.619,0.628,0.636,3.11,2026-06-04T19:41:54
512480,半导体ETF国联安,2.193,2.0,0.043,6711546,1465247583.0,2.21,2.11,2.11,2.15,7.97,2026-06-04T19:41:54
588080,科创50ETF易方达,1.776,0.51,0.009,7954358,1411683812.0,1.798,1.733,1.737,1.767,4.0,2026-06-04T19:41:54
513330,恒生互联网ETF华夏,0.405,-1.7,-0.007,33980934,1380183941.0,0.411,0.403,0.408,0.412,4.63,2026-06-04T19:41:54
510310,沪深300ETF易方达,4.774,-0.69,-0.033,2861024,1364869764.0,4.802,4.752,4.765,4.807,1.3,2026-06-04T19:41:54
159363,创业板人工智能ETF华宝,1.464,-1.41,-0.021,8996862,1315049796.806,1.474,1.447,1.45,1.485,16.97,2026-06-04T19:41:54
515050,通信ETF华夏,1.28,0.71,0.009,10075705,1283486621.0,1.293,1.238,1.238,1.271,7.95,2026-06-04T19:41:54
513100,纳指ETF国泰,2.24,-2.57,-0.059,5196540,1166281144.0,2.31,2.229,2.31,2.299,5.49,2026-06-04T19:41:54
159870,化工ETF鹏华,0.814,-1.93,-0.016,13790729,1122832680.028,0.825,0.81,0.823,0.83,6.48,2026-06-04T19:41:54
159509,纳指科技ETF景顺,2.813,-1.99,-0.057,3959228,1112622939.23,2.832,2.781,2.784,2.87,5.98,2026-06-04T19:41:54
512000,券商ETF华宝,0.488,-1.41,-0.007,22625517,1107612349.0,0.497,0.485,0.492,0.495,3.1,2026-06-04T19:41:54
513980,港股科技ETF景顺,0.634,-1.86,-0.012,17122326,1086540130.0,0.64,0.631,0.639,0.646,6.34,2026-06-04T19:41:54
159995,芯片ETF华夏,2.53,1.89,0.047,4123036,1036635573.918,2.547,2.435,2.435,2.483,3.91,2026-06-04T19:41:54
515030,新能源车ETF华夏,1.884,-1.98,-0.038,5131451,970599869.0,1.909,1.878,1.904,1.922,23.04,2026-06-04T19:41:54
159518,标普油气ETF嘉实,1.155,-0.86,-0.01,8357364,970337928.51,1.171,1.153,1.158,1.165,40.84,2026-06-04T19:41:54
512400,有色金属ETF南方,1.97,-3.05,-0.062,4819733,949645144.0,2.007,1.958,2.004,2.032,3.67,2026-06-04T19:41:54
513010,恒生科技ETF易方达,0.649,-1.52,-0.01,14398779,936434415.0,0.654,0.647,0.652,0.659,3.09,2026-06-04T19:41:54
159740,恒生科技ETF大成,0.622,-1.43,-0.009,14435980,899313806.643,0.627,0.62,0.623,0.631,4.72,2026-06-04T19:41:54
159611,电力ETF广发,1.228,-1.68,-0.021,7243958,897112110.979,1.253,1.228,1.235,1.249,7.62,2026-06-04T19:41:54
159530,机器人ETF易方达,1.549,0.65,0.01,5616993,873862830.624,1.583,1.518,1.521,1.539,5.83,2026-06-04T19:41:54
159919,沪深300ETF嘉实,5.136,-0.7,-0.036,1699653,873378985.708,5.169,5.118,5.13,5.172,1.38,2026-06-04T19:41:54
159262,港股通科技ETF广发,0.939,-1.68,-0.016,9262277,870025504.695,0.95,0.934,0.94,0.955,9.74,2026-06-04T19:41:54
562500,机器人ETF华夏,1.129,0.18,0.002,7126437,805664220.0,1.146,1.11,1.111,1.127,4.44,2026-06-04T19:41:54
159529,标普消费ETF景顺,1.298,0.31,0.004,5995936,787828528.567,1.332,1.287,1.289,1.294,73.88,2026-06-04T19:41:54
159567,港股创新药ETF银华,0.616,-0.48,-0.003,12733786,786412131.818,0.629,0.609,0.622,0.619,11.79,2026-06-04T19:41:54
520500,恒生创新药ETF华泰柏瑞,1.239,-1.35,-0.017,6297318,786336574.0,1.279,1.23,1.261,1.256,31.4,2026-06-04T19:41:54
513300,纳斯达克ETF华夏,2.724,-2.4,-0.067,2854017,779455096.0,2.762,2.711,2.746,2.791,5.51,2026-06-04T19:41:54
159687,亚太精选ETF南方,1.943,-2.31,-0.046,3850016,752538922.014,1.988,1.935,1.941,1.989,27.82,2026-06-04T19:41:54
159217,港股通创新药ETF工银,1.033,-0.67,-0.007,6912135,717775681.716,1.059,1.024,1.045,1.04,14.18,2026-06-04T19:41:54
159558,半导体设备ETF易方达,2.915,3.88,0.109,2475349,714746442.639,2.931,2.749,2.749,2.806,8.89,2026-06-04T19:41:54
512890,红利低波ETF华泰柏瑞,1.158,-1.28,-0.015,6075092,706794277.0,1.173,1.156,1.17,1.173,2.17,2026-06-04T19:41:54
512690,酒ETF鹏华,0.433,-2.48,-0.011,15824209,691216346.0,0.445,0.432,0.441,0.444,4.6,2026-06-04T19:41:54
513110,纳指ETF华泰柏瑞,2.499,-2.5,-0.064,2695045,674047673.0,2.535,2.486,2.516,2.563,12.59,2026-06-04T19:41:54
513770,港股互联网ETF华宝,0.379,-2.32,-0.009,17664586,668941592.0,0.386,0.376,0.383,0.388,8.08,2026-06-04T19:41:54
159636,港股通科技30ETF工银,0.537,-1.83,-0.01,12106890,651105321.933,0.543,0.534,0.541,0.547,2.51,2026-06-04T19:41:54
159633,中证1000ETF易方达,3.563,-0.03,-0.001,1777892,632567576.254,3.576,3.534,3.551,3.564,28.44,2026-06-04T19:41:54
159819,人工智能ETF易方达,2.022,-0.79,-0.016,3115958,630163616.398,2.039,1.999,2.005,2.038,2.66,2026-06-04T19:41:54
159934,黄金ETF易方达,9.707,0.15,0.015,645603,626876707.451,9.734,9.686,9.713,9.692,1.6,2026-06-04T19:41:54
560860,工业有色ETF万家,1.697,-3.52,-0.062,3656499,620783125.0,1.728,1.685,1.727,1.759,6.49,2026-06-04T19:41:54
159632,纳斯达克ETF华安,2.472,-2.37,-0.06,2482974,614973755.609,2.504,2.459,2.49,2.532,5.15,2026-06-04T19:41:54
159381,创业板人工智能ETF华夏,1.387,-1.35,-0.019,4428369,613118943.2,1.396,1.371,1.38,1.406,27.52,2026-06-04T19:41:54
563220,A500ETF富国,1.348,-0.59,-0.008,4475908,604035109.0,1.355,1.34,1.342,1.356,7.85,2026-06-04T19:41:54
563300,中证2000ETF华泰柏瑞,1.56,0.45,0.007,3880283,602754176.0,1.565,1.538,1.543,1.553,16.01,2026-06-04T19:41:54
520980,港股通科技ETF汇添富,0.952,-1.75,-0.017,6209808,593238254.0,0.962,0.949,0.957,0.969,14.31,2026-06-04T19:41:54
159937,黄金ETF博时,9.269,0.14,0.013,633393,587262065.1,9.297,9.25,9.285,9.256,1.28,2026-06-04T19:41:54
159316,港股通创新药ETF易方达,1.015,-1.07,-0.011,5763352,586887909.9,1.042,1.005,1.026,1.026,14.44,2026-06-04T19:41:54
512170,医疗ETF华宝,0.301,-1.31,-0.004,19313841,581055475.0,0.305,0.298,0.303,0.305,2.27,2026-06-04T19:41:54
512500,中证500ETF华夏,4.68,-0.06,-0.003,1233199,576597248.0,4.702,4.632,4.632,4.683,7.62,2026-06-04T19:41:54
588710,科创半导体设备ETF华泰柏瑞,2.599,4.59,0.114,2203443,567563868.0,2.615,2.425,2.425,2.485,27.4,2026-06-04T19:41:54
510880,红利ETF华泰柏瑞,3.327,0.09,0.003,1691105,562193731.0,3.354,3.292,3.318,3.324,2.81,2026-06-04T19:41:54
588290,科创芯片ETF华安,3.545,1.23,0.043,1559689,551527612.0,3.587,3.423,3.423,3.502,12.54,2026-06-04T19:41:54
159206,卫星ETF永赢,1.628,-0.61,-0.01,3355858,546342279.469,1.643,1.61,1.615,1.638,3.22,2026-06-04T19:41:54
159583,通信ETF富国,2.009,-0.5,-0.01,2717915,544836889.612,2.026,1.964,1.971,2.019,20.8,2026-06-04T19:41:54
560010,中证1000ETF广发,3.47,-0.14,-0.005,1533710,532087380.0,3.483,3.428,3.428,3.475,16.88,2026-06-04T19:41:54
159852,软件ETF嘉实,0.737,-2.9,-0.022,7136593,528476556.077,0.753,0.733,0.753,0.759,6.16,2026-06-04T19:41:54
510210,上证指数ETF富国,1.023,-0.58,-0.006,5156696,527767461.0,1.027,1.019,1.024,1.029,7.66,2026-06-04T19:41:54
513160,港股科技ETF银华,1.048,-1.78,-0.019,4924348,517109300.0,1.058,1.043,1.052,1.067,12.22,2026-06-04T19:41:54
159755,电池ETF广发,1.088,-1.81,-0.02,4743035,516653012.294,1.099,1.083,1.096,1.108,4.34,2026-06-04T19:41:54
560780,半导体设备ETF广发,2.742,3.86,0.102,1891048,514857779.0,2.76,2.59,2.59,2.64,11.02,2026-06-04T19:41:54
563800,A500ETF广发,1.293,-0.69,-0.009,3953722,511884395.0,1.301,1.287,1.288,1.302,5.55,2026-06-04T19:41:54
159796,电池ETF汇添富,1.042,-2.07,-0.022,4841201,505700794.79,1.057,1.039,1.051,1.064,6.98,2026-06-04T19:41:54
159659,纳斯达克100ETF招商,2.354,-2.16,-0.052,2108948,497099564.512,2.379,2.346,2.357,2.406,4.88,2026-06-04T19:41:54
518800,黄金ETF国泰,9.741,0.14,0.014,504076,491179634.0,9.771,9.721,9.745,9.727,1.3,2026-06-04T19:41:54
159992,创新药ETF银华,0.724,-1.23,-0.009,6649956,483091825.0,0.735,0.72,0.73,0.733,3.45,2026-06-04T19:41:54
159781,科创创业ETF易方达,1.315,-0.6,-0.008,3660245,481667078.16,1.327,1.295,1.299,1.323,3.24,2026-06-04T19:41:54
512760,芯片ETF国泰,1.18,1.9,0.022,4095744,480432030.0,1.189,1.133,1.134,1.158,4.76,2026-06-04T19:41:54
