code,name,fund_type,source
512970,大湾区ETF平安,指数型-股票,eastmoney_fundcode_search
512980,传媒ETF广发,指数型-股票,eastmoney_fundcode_search
512990,MSCIA股ETF华夏,指数型-股票,eastmoney_fundcode_search
515000,科技ETF华宝,指数型-股票,eastmoney_fundcode_search
515010,证券ETF华夏,指数型-股票,eastmoney_fundcode_search
515020,银行ETF华夏,指数型-股票,eastmoney_fundcode_search
515030,新能源车ETF华夏,指数型-股票,eastmoney_fundcode_search
515040,工业有色ETF华夏,指数型-股票,eastmoney_fundcode_search
515050,通信ETF华夏,指数型-股票,eastmoney_fundcode_search
515060,房地产ETF华夏,指数型-股票,eastmoney_fundcode_search
515070,人工智能ETF华夏,指数型-股票,eastmoney_fundcode_search
515080,中证红利ETF招商,指数型-股票,eastmoney_fundcode_search
515090,可持续发展ETF博时,指数型-股票,eastmoney_fundcode_search
515100,红利低波100ETF景顺,指数型-股票,eastmoney_fundcode_search
515110,一带一路ETF易方达,指数型-股票,eastmoney_fundcode_search
515120,创新药ETF广发,指数型-股票,eastmoney_fundcode_search
515130,沪深300ETF博时,指数型-股票,eastmoney_fundcode_search
515150,一带一路ETF富国,指数型-股票,eastmoney_fundcode_search
515160,MSCI中国ETF招商,指数型-股票,eastmoney_fundcode_search
515170,食品饮料ETF华夏,指数型-股票,eastmoney_fundcode_search
515180,红利ETF易方达,指数型-股票,eastmoney_fundcode_search
515190,中证500ETF中银证券,指数型-股票,eastmoney_fundcode_search
515200,创新100ETF申万菱信,指数型-股票,eastmoney_fundcode_search
515210,钢铁ETF国泰,指数型-股票,eastmoney_fundcode_search
515220,煤炭ETF国泰,指数型-股票,eastmoney_fundcode_search
515230,软件ETF国泰,指数型-股票,eastmoney_fundcode_search
515250,智能汽车ETF富国,指数型-股票,eastmoney_fundcode_search
515260,电子ETF华宝,指数型-股票,eastmoney_fundcode_search
515290,银行ETF天弘,指数型-股票,eastmoney_fundcode_search
515293,银行ETF天弘,指数型-股票,eastmoney_fundcode_search
515300,300红利低波ETF嘉实,指数型-股票,eastmoney_fundcode_search
515310,沪深300ETF汇添富,指数型-股票,eastmoney_fundcode_search
515320,电子50ETF华安,指数型-股票,eastmoney_fundcode_search
515330,沪深300ETF天弘,指数型-股票,eastmoney_fundcode_search
515350,沪深300ETF民生加银,指数型-股票,eastmoney_fundcode_search
515360,沪深300ETF方正富邦,指数型-股票,eastmoney_fundcode_search
515370,光伏ETF华夏,指数型-股票,eastmoney_fundcode_search
515380,沪深300ETF泰康,指数型-股票,eastmoney_fundcode_search
515390,沪深300ETF华安,指数型-股票,eastmoney_fundcode_search
515400,大数据ETF富国,指数型-股票,eastmoney_fundcode_search
515450,红利低波50ETF南方,指数型-股票,eastmoney_fundcode_search
515460,红利质量ETF南方,指数型-股票,eastmoney_fundcode_search
515480,红利低波100ETF南方,,eastmoney_fundcode_search
515530,中证500ETF泰康,指数型-股票,eastmoney_fundcode_search
515550,中证500ETF国联,指数型-股票,eastmoney_fundcode_search
515560,证券ETF建信,指数型-股票,eastmoney_fundcode_search
515580,科技100ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
515590,500等权ETF前海开源,指数型-股票,eastmoney_fundcode_search
515600,央企创新ETF广发,指数型-股票,eastmoney_fundcode_search
515630,证券保险ETF鹏华,指数型-股票,eastmoney_fundcode_search
515640,家电ETF华夏,指数型-股票,eastmoney_fundcode_search
515650,消费50ETF富国,指数型-股票,eastmoney_fundcode_search
515660,沪深300ETF国联安,指数型-股票,eastmoney_fundcode_search
515680,央企创新ETF嘉实,指数型-股票,eastmoney_fundcode_search
515700,新能源车ETF平安,指数型-股票,eastmoney_fundcode_search
515710,食品饮料ETF华宝,指数型-股票,eastmoney_fundcode_search
515720,金融科技ETF富国,指数型-股票,eastmoney_fundcode_search
515730,家居家电ETF永赢,指数型-股票,eastmoney_fundcode_search
515750,科技50ETF富国,指数型-股票,eastmoney_fundcode_search
515760,浙江国资ETF华夏,指数型-股票,eastmoney_fundcode_search
515770,MSCI中国A股ETF摩根,指数型-股票,eastmoney_fundcode_search
515790,光伏ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
515800,中证800ETF汇添富,指数型-股票,eastmoney_fundcode_search
515810,中证800ETF易方达,指数型-股票,eastmoney_fundcode_search
515850,证券ETF富国,指数型-股票,eastmoney_fundcode_search
515860,科技ETF嘉实,指数型-股票,eastmoney_fundcode_search
515880,通信ETF国泰,指数型-股票,eastmoney_fundcode_search
515890,红利ETF博时,指数型-股票,eastmoney_fundcode_search
515900,央企创新ETF博时,指数型-股票,eastmoney_fundcode_search
515910,质量ETF中金,指数型-股票,eastmoney_fundcode_search
515920,智能消费ETF博时,指数型-股票,eastmoney_fundcode_search
515950,医药50ETF富国,指数型-股票,eastmoney_fundcode_search
515960,医药ETF嘉实,指数型-股票,eastmoney_fundcode_search
515970,工程机械ETF华夏,指数型-股票,eastmoney_fundcode_search
515980,人工智能ETF华富,指数型-股票,eastmoney_fundcode_search
515990,一带一路ETF汇添富,指数型-股票,eastmoney_fundcode_search
516000,大数据ETF华夏,指数型-股票,eastmoney_fundcode_search
516010,游戏ETF国泰,指数型-股票,eastmoney_fundcode_search
516020,化工ETF华宝,指数型-股票,eastmoney_fundcode_search
516050,科技龙头ETF工银,指数型-股票,eastmoney_fundcode_search
516060,创新药ETF工银,指数型-股票,eastmoney_fundcode_search
516070,低碳ETF易方达,指数型-股票,eastmoney_fundcode_search
516080,创新药ETF易方达,指数型-股票,eastmoney_fundcode_search
516090,新能源ETF易方达,指数型-股票,eastmoney_fundcode_search
516100,金融科技ETF华夏,指数型-股票,eastmoney_fundcode_search
516110,汽车ETF国泰,指数型-股票,eastmoney_fundcode_search
516120,化工ETF富国,指数型-股票,eastmoney_fundcode_search
516130,消费龙头ETF华宝,指数型-股票,eastmoney_fundcode_search
516150,稀土ETF嘉实,指数型-股票,eastmoney_fundcode_search
516160,新能源ETF南方,指数型-股票,eastmoney_fundcode_search
516163,新能源ETF南方,指数型-股票,eastmoney_fundcode_search
516180,光伏ETF平安,指数型-股票,eastmoney_fundcode_search
516190,传媒ETF华夏,指数型-股票,eastmoney_fundcode_search
516200,证券ETF华安,指数型-股票,eastmoney_fundcode_search
516210,银行ETF华安,指数型-股票,eastmoney_fundcode_search
516220,化工ETF国泰,指数型-股票,eastmoney_fundcode_search
516230,光伏ETF招商,指数型-股票,eastmoney_fundcode_search
516250,工程机械ETF富国,指数型-股票,eastmoney_fundcode_search
516260,物联网ETF华夏,指数型-股票,eastmoney_fundcode_search
516270,新能源ETF华安,指数型-股票,eastmoney_fundcode_search
516290,光伏ETF汇添富,指数型-股票,eastmoney_fundcode_search
516300,中证1000ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
516310,银行ETF易方达,指数型-股票,eastmoney_fundcode_search
516320,高端装备ETF华夏,指数型-股票,eastmoney_fundcode_search
516330,物联网ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
516350,芯片ETF易方达,指数型-股票,eastmoney_fundcode_search
516360,新材料ETF华宝,指数型-股票,eastmoney_fundcode_search
516370,电力ETF汇添富,指数型-股票,eastmoney_fundcode_search
516380,智能电动车ETF华宝,指数型-股票,eastmoney_fundcode_search
516390,新能源车ETF汇添富,指数型-股票,eastmoney_fundcode_search
516460,现金流ETF800鹏华,指数型-股票,eastmoney_fundcode_search
516500,生物科技ETF华夏,指数型-股票,eastmoney_fundcode_search
516510,云计算ETF易方达,指数型-股票,eastmoney_fundcode_search
516520,智能驾驶ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
516530,物流ETF银华,指数型-股票,eastmoney_fundcode_search
516550,农业ETF嘉实,指数型-股票,eastmoney_fundcode_search
516560,养老ETF华宝,指数型-股票,eastmoney_fundcode_search
516570,化工行业ETF易方达,指数型-股票,eastmoney_fundcode_search
516580,新能源ETF博时,指数型-股票,eastmoney_fundcode_search
516590,智能汽车ETF易方达,指数型-股票,eastmoney_fundcode_search
516600,消费服务ETF工银,指数型-股票,eastmoney_fundcode_search
516610,医疗设备ETF大成,指数型-股票,eastmoney_fundcode_search
516620,影视ETF国泰,指数型-股票,eastmoney_fundcode_search
516630,云计算ETF华夏,指数型-股票,eastmoney_fundcode_search
516640,芯片ETF富国,指数型-股票,eastmoney_fundcode_search
516650,有色金属ETF华夏,指数型-股票,eastmoney_fundcode_search
516660,新能源车ETF华安,指数型-股票,eastmoney_fundcode_search
516670,畜牧养殖ETF招商,指数型-股票,eastmoney_fundcode_search
516700,大数据ETF华宝,指数型-股票,eastmoney_fundcode_search
516710,新材料ETF华夏,指数型-股票,eastmoney_fundcode_search
516720,ESGETF浦银,指数型-股票,eastmoney_fundcode_search
516730,证券ETF浦银,指数型-股票,eastmoney_fundcode_search
516750,建材ETF富国,指数型-股票,eastmoney_fundcode_search
516760,养殖ETF平安,指数型-股票,eastmoney_fundcode_search
516770,游戏ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
516780,稀土ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
516790,医疗ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
516800,智能制造ETF华宝,指数型-股票,eastmoney_fundcode_search
516810,农业ETF华夏,指数型-股票,eastmoney_fundcode_search
516820,医疗创新ETF平安,指数型-股票,eastmoney_fundcode_search
516830,沪深300ESGETF富国,指数型-股票,eastmoney_fundcode_search
516840,汽车ETF南方,指数型-股票,eastmoney_fundcode_search
516850,新能源ETF华夏,指数型-股票,eastmoney_fundcode_search
516860,金融科技ETF博时,指数型-股票,eastmoney_fundcode_search
516880,光伏ETF银华,指数型-股票,eastmoney_fundcode_search
516890,新材料ETF平安,指数型-股票,eastmoney_fundcode_search
516900,食品饮料ETF华安,指数型-股票,eastmoney_fundcode_search
516910,物流ETF富国,指数型-股票,eastmoney_fundcode_search
516920,芯片ETF汇添富,指数型-股票,eastmoney_fundcode_search
516930,生物科技ETF民生加银,指数型-股票,eastmoney_fundcode_search
516950,基建ETF银华,指数型-股票,eastmoney_fundcode_search
516960,机械ETF国泰,指数型-股票,eastmoney_fundcode_search
516970,基建ETF广发,指数型-股票,eastmoney_fundcode_search
516980,证券先锋ETF华富,指数型-股票,eastmoney_fundcode_search
517000,沪港深500ETF银华,指数型-股票,eastmoney_fundcode_search
517010,沪港深500ETF易方达,指数型-股票,eastmoney_fundcode_search
517030,沪港深300ETF易方达,指数型-股票,eastmoney_fundcode_search
517050,互联网ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
517080,沪港深500ETF汇添富,指数型-股票,eastmoney_fundcode_search
517090,央企共赢ETF国泰,指数型-股票,eastmoney_fundcode_search
517100,沪港深500ETF富国,指数型-股票,eastmoney_fundcode_search
517110,创新药ETF国泰,指数型-股票,eastmoney_fundcode_search
517120,创新药ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
517130,云计算ETF嘉实,指数型-股票,eastmoney_fundcode_search
517160,长江保护ETF南方,指数型-股票,eastmoney_fundcode_search
517170,沪港深500ETF华夏,指数型-股票,eastmoney_fundcode_search
517180,中国国企ETF南方,指数型-股票,eastmoney_fundcode_search
517200,互联网ETF嘉实,指数型-股票,eastmoney_fundcode_search
517300,沪港深300ETF国寿,指数型-股票,eastmoney_fundcode_search
517330,长江保护ETF易方达,指数型-股票,eastmoney_fundcode_search
517350,沪港深科技ETF广发,指数型-股票,eastmoney_fundcode_search
517360,沪港深科技ETF华安,指数型-股票,eastmoney_fundcode_search
517380,创新药ETF天弘,指数型-股票,eastmoney_fundcode_search
517390,云计算ETF天弘,指数型-股票,eastmoney_fundcode_search
517400,黄金股ETF国泰,指数型-股票,eastmoney_fundcode_search
517520,黄金股ETF永赢,指数型-股票,eastmoney_fundcode_search
517550,沪港深消费龙头ETF招商,指数型-股票,eastmoney_fundcode_search
517660,物联网ETF天弘,指数型-股票,eastmoney_fundcode_search
517770,游戏传媒ETF浦银,指数型-股票,eastmoney_fundcode_search
517800,人工智能50ETF方正富邦,指数型-股票,eastmoney_fundcode_search
517850,张江ETF汇添富,指数型-股票,eastmoney_fundcode_search
517880,品牌消费ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
517900,银行AH优选ETF招商,指数型-股票,eastmoney_fundcode_search
517950,沪深港科技50ETF交银,指数型-股票,eastmoney_fundcode_search
517990,沪港深医药ETF招商,指数型-股票,eastmoney_fundcode_search
520500,恒生创新药ETF华泰柏瑞,指数型-海外股票,eastmoney_fundcode_search
520510,港股通医疗ETF华夏,指数型-股票,eastmoney_fundcode_search
520520,恒生消费ETF华泰柏瑞,指数型-海外股票,eastmoney_fundcode_search
520530,港股通科技ETF东财,指数型-股票,eastmoney_fundcode_search
520550,港股红利低波ETF招商,指数型-股票,eastmoney_fundcode_search
520560,香港大盘30ETF华宝,指数型-股票,eastmoney_fundcode_search
520570,恒生科技ETF南方,指数型-海外股票,eastmoney_fundcode_search
520580,新兴亚洲ETF招商,指数型-海外股票,eastmoney_fundcode_search
520590,恒生科技ETF鹏华,指数型-海外股票,eastmoney_fundcode_search
520600,港股通汽车ETF广发,指数型-股票,eastmoney_fundcode_search
520610,港股红利低波ETF银华,指数型-股票,eastmoney_fundcode_search
520620,恒生消费ETF嘉实,指数型-股票,eastmoney_fundcode_search
520630,港股通互联网ETF广发,指数型-股票,eastmoney_fundcode_search
520650,港股通互联网ETF南方,指数型-股票,eastmoney_fundcode_search
520660,港股通央企红利ETF南方,指数型-股票,eastmoney_fundcode_search
520670,港股通科技ETF嘉实,指数型-股票,eastmoney_fundcode_search
520680,港股通汽车ETF南方,指数型-股票,eastmoney_fundcode_search
520690,港股创新药ETF博时,指数型-股票,eastmoney_fundcode_search
520700,港股通创新药ETF万家,指数型-股票,eastmoney_fundcode_search
520710,港股通信息技术ETF广发,指数型-股票,eastmoney_fundcode_search
520720,港股汽车ETF国泰,指数型-股票,eastmoney_fundcode_search
520730,港股通汽车ETF万家,指数型-股票,eastmoney_fundcode_search
520750,港股通信息ETF华富,指数型-股票,eastmoney_fundcode_search
520760,恒生生物科技ETF摩根,指数型-股票,eastmoney_fundcode_search
520770,恒指港股通ETF建信,指数型-股票,eastmoney_fundcode_search
520780,港股通汽车ETF华宝,指数型-股票,eastmoney_fundcode_search
520790,港股通互联网ETF兴业,指数型-股票,eastmoney_fundcode_search
520810,港股通红利ETF易方达,指数型-股票,eastmoney_fundcode_search
520820,恒指港股通ETF汇添富,指数型-股票,eastmoney_fundcode_search
520830,沙特ETF华泰柏瑞,指数型-海外股票,eastmoney_fundcode_search
520840,港股通恒生科技ETF华安,指数型-股票,eastmoney_fundcode_search
520850,港股通医疗ETF易方达,指数型-股票,eastmoney_fundcode_search
520860,港股通科技ETF富国,指数型-股票,eastmoney_fundcode_search
520870,巴西ETF易方达,指数型-海外股票,eastmoney_fundcode_search
520880,港股通创新药ETF华宝,指数型-股票,eastmoney_fundcode_search
520890,港股通红利低波ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
520900,港股通红利ETF广发,指数型-股票,eastmoney_fundcode_search
520910,港股通互联网ETF华夏,指数型-股票,eastmoney_fundcode_search
520920,天弘恒生科技ETF,指数型-海外股票,eastmoney_fundcode_search
520930,恒生生物科技ETF国泰,指数型-股票,eastmoney_fundcode_search
520940,港股通恒生ETF华安,指数型-股票,eastmoney_fundcode_search
520950,港股通50ETF摩根,指数型-股票,eastmoney_fundcode_search
520960,恒指港股通ETF嘉实,指数型-股票,eastmoney_fundcode_search
520970,港股通创新药ETF嘉实,指数型-股票,eastmoney_fundcode_search
520980,港股通科技ETF汇添富,指数型-股票,eastmoney_fundcode_search
520990,港股央企红利ETF景顺,指数型-股票,eastmoney_fundcode_search
560000,智能电车ETF浦银,指数型-股票,eastmoney_fundcode_search
560010,中证1000ETF广发,指数型-股票,eastmoney_fundcode_search
560020,红利ETF汇添富,指数型-股票,eastmoney_fundcode_search
560030,800价值ETF汇添富,指数型-股票,eastmoney_fundcode_search
560050,中国A50ETF汇添富,指数型-股票,eastmoney_fundcode_search
560060,碳中和ETF汇添富,指数型-股票,eastmoney_fundcode_search
560070,央企红利ETF汇添富,指数型-股票,eastmoney_fundcode_search
560080,中药ETF汇添富,指数型-股票,eastmoney_fundcode_search
560090,证券ETF汇添富,指数型-股票,eastmoney_fundcode_search
560100,中证500增强ETF南方,指数型-股票,eastmoney_fundcode_search
560110,中证1000ETF汇添富,指数型-股票,eastmoney_fundcode_search
560120,中证500现金流ETF华夏,指数型-股票,eastmoney_fundcode_search
560130,食品ETF鹏华,指数型-股票,eastmoney_fundcode_search
560150,红利低波ETF泰康,指数型-股票,eastmoney_fundcode_search
560160,食品ETF易方达,指数型-股票,eastmoney_fundcode_search
560170,央企科技ETF南方,指数型-股票,eastmoney_fundcode_search
560180,沪深300ESGETF南方,指数型-股票,eastmoney_fundcode_search
560190,公用事业ETF鹏华,指数型-股票,eastmoney_fundcode_search
560210,农牧渔ETF景顺,指数型-股票,eastmoney_fundcode_search
560220,中证2000ETF广发,指数型-股票,eastmoney_fundcode_search
560230,光伏ETF富国,指数型-股票,eastmoney_fundcode_search
560250,红利质量ETF富国,指数型-股票,eastmoney_fundcode_search
560260,医疗ETF广发,指数型-股票,eastmoney_fundcode_search
560270,电力ETF工银,指数型-股票,eastmoney_fundcode_search
560280,工程机械ETF广发,指数型-股票,eastmoney_fundcode_search
560290,有色ETF景顺,指数型-股票,eastmoney_fundcode_search
560300,电信ETF汇添富,指数型-股票,eastmoney_fundcode_search
560310,光伏ETF博时,指数型-股票,eastmoney_fundcode_search
560320,食品ETF富国,指数型-股票,eastmoney_fundcode_search
560330,沪深300价值ETF申万菱信,指数型-股票,eastmoney_fundcode_search
560350,中证A50ETF摩根,指数型-股票,eastmoney_fundcode_search
560360,软件ETF万家,指数型-股票,eastmoney_fundcode_search
560370,红利质量ETF易方达,指数型-股票,eastmoney_fundcode_search
560380,A100ETF南方,指数型-股票,eastmoney_fundcode_search
560390,电网设备ETF易方达,指数型-股票,eastmoney_fundcode_search
560400,证券ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
560410,电池ETF鹏华,指数型-股票,eastmoney_fundcode_search
560420,食品ETF前海开源,指数型-股票,eastmoney_fundcode_search
560450,电力ETF天弘,指数型-股票,eastmoney_fundcode_search
560460,电力ETF平安,指数型-股票,eastmoney_fundcode_search
560470,有色ETF易方达,指数型-股票,eastmoney_fundcode_search
560480,电力ETF招商,指数型-股票,eastmoney_fundcode_search
560490,工业有色ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
560500,500质量成长ETF鹏扬,指数型-股票,eastmoney_fundcode_search
560510,中证A500ETF泰康,指数型-股票,eastmoney_fundcode_search
560520,红利低波100ETF大成,指数型-股票,eastmoney_fundcode_search
560530,中证A500ETF摩根,指数型-股票,eastmoney_fundcode_search
560550,碳中和ETF广发,指数型-股票,eastmoney_fundcode_search
560560,碳中和ETF泰康,指数型-股票,eastmoney_fundcode_search
560570,A500红利ETF国联安,指数型-股票,eastmoney_fundcode_search
560580,电力ETF南方,指数型-股票,eastmoney_fundcode_search
560590,中证1000增强ETF鹏华,指数型-股票,eastmoney_fundcode_search
560610,A500ETF招商,指数型-股票,eastmoney_fundcode_search
560620,公用事业ETF万家,指数型-股票,eastmoney_fundcode_search
560630,机器人ETF万家,指数型-股票,eastmoney_fundcode_search
560650,核心50ETF民生加银,指数型-股票,eastmoney_fundcode_search
560660,云计算50ETF新华,指数型-股票,eastmoney_fundcode_search
560670,银行ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
560680,消费ETF广发,指数型-股票,eastmoney_fundcode_search
560690,电信ETF鹏华,指数型-股票,eastmoney_fundcode_search
560700,央企红利ETF广发,指数型-股票,eastmoney_fundcode_search
560710,船舶ETF富国,指数型-股票,eastmoney_fundcode_search
560720,红利低波100ETF工银,指数型-股票,eastmoney_fundcode_search
560750,A500ETF申万菱信,指数型-股票,eastmoney_fundcode_search
560770,机器人ETF招商,指数型-股票,eastmoney_fundcode_search
560780,半导体设备ETF广发,指数型-股票,eastmoney_fundcode_search
560790,软件ETF鹏华,指数型-股票,eastmoney_fundcode_search
560800,数字经济ETF鹏扬,指数型-股票,eastmoney_fundcode_search
560810,央企ESGETF融通,指数型-股票,eastmoney_fundcode_search
560820,中证A50ETF新华,指数型-股票,eastmoney_fundcode_search
560830,电力ETF华夏,指数型-股票,eastmoney_fundcode_search
560850,信创ETF汇添富,指数型-股票,eastmoney_fundcode_search
560860,工业有色ETF万家,指数型-股票,eastmoney_fundcode_search
560870,工业有色ETF中银,指数型-股票,eastmoney_fundcode_search
560880,家电ETF广发,指数型-股票,eastmoney_fundcode_search
560900,创新药ETF摩根,指数型-股票,eastmoney_fundcode_search
560910,电池ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
560920,工程机械ETF招商,指数型-股票,eastmoney_fundcode_search
560930,电力ETF易方达,指数型-股票,eastmoney_fundcode_search
560950,中证500增强ETF汇添富,指数型-股票,eastmoney_fundcode_search
560970,工业有色ETF平安,指数型-股票,eastmoney_fundcode_search
560980,光伏龙头ETF广发,指数型-股票,eastmoney_fundcode_search
560990,科技先锋ETF中金,指数型-股票,eastmoney_fundcode_search
561000,沪深300增强ETF华安,指数型-股票,eastmoney_fundcode_search
561010,软件ETF华安,指数型-股票,eastmoney_fundcode_search
561030,工程机械ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
561050,稀有金属ETF易方达,指数型-股票,eastmoney_fundcode_search
561060,国企红利ETF华安,指数型-股票,eastmoney_fundcode_search
561080,全指现金流ETF华安,指数型-股票,eastmoney_fundcode_search
561090,A500增强ETF华安,指数型-股票,eastmoney_fundcode_search
561100,消费电子ETF富国,指数型-股票,eastmoney_fundcode_search
561120,家电ETF富国,指数型-股票,eastmoney_fundcode_search
561130,国货ETF富国,指数型-股票,eastmoney_fundcode_search
561160,电池ETF富国,指数型-股票,eastmoney_fundcode_search
561170,绿色电力ETF富国,指数型-股票,eastmoney_fundcode_search
561180,A100ETF富国,指数型-股票,eastmoney_fundcode_search
561190,碳中和ETF富国,指数型-股票,eastmoney_fundcode_search
561200,中证A100ETF工银,指数型-股票,eastmoney_fundcode_search
561220,数字经济ETF工银,指数型-股票,eastmoney_fundcode_search
561230,中证A50ETF工银,指数型-股票,eastmoney_fundcode_search
561260,能源ETF工银,指数型-股票,eastmoney_fundcode_search
561280,中证1000增强ETF工银,指数型-股票,eastmoney_fundcode_search
561300,沪深300增强ETF国泰,指数型-股票,eastmoney_fundcode_search
561310,消电ETF国泰,指数型-股票,eastmoney_fundcode_search
561320,交运ETF国泰,指数型-股票,eastmoney_fundcode_search
561330,矿业ETF国泰,指数型-股票,eastmoney_fundcode_search
561350,中证500ETF国泰,指数型-股票,eastmoney_fundcode_search
561360,石油ETF国泰,指数型-股票,eastmoney_fundcode_search
561370,中证2000ETF国泰,指数型-股票,eastmoney_fundcode_search
561380,电网设备ETF国泰,指数型-股票,eastmoney_fundcode_search
561420,300现金流ETF汇添富,指数型-股票,eastmoney_fundcode_search
561430,红利质量ETF博时,指数型-股票,eastmoney_fundcode_search
561460,人工智能ETF天弘,指数型-股票,eastmoney_fundcode_search
561470,畜牧养殖ETF天弘,指数型-股票,eastmoney_fundcode_search
561500,漂亮50ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
561510,中药ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
561550,中证500增强ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
561560,电力ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
561570,油气ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
561580,央企红利ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
561590,中证1000增强ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
561600,消费电子ETF平安,指数型-股票,eastmoney_fundcode_search
561660,通用航空ETF平安,指数型-股票,eastmoney_fundcode_search
561680,A500红利低波ETF平安,指数型-股票,eastmoney_fundcode_search
561700,电力ETF博时,指数型-股票,eastmoney_fundcode_search
561750,A50ETF博时,指数型-股票,eastmoney_fundcode_search
561760,油气ETF博时,指数型-股票,eastmoney_fundcode_search
561770,A100ETF博时,指数型-股票,eastmoney_fundcode_search
561780,1000增强ETF博时,指数型-股票,eastmoney_fundcode_search
561790,央企能源ETF博时,指数型-股票,eastmoney_fundcode_search
561800,稀有金属ETF华富,指数型-股票,eastmoney_fundcode_search
561870,现金流全指ETF华富,指数型-股票,eastmoney_fundcode_search
561880,A100ETF华富,指数型-股票,eastmoney_fundcode_search
561900,沪深300ESGETF招商,指数型-股票,eastmoney_fundcode_search
561910,电池ETF招商,指数型-股票,eastmoney_fundcode_search
561920,疫苗ETF招商,指数型-股票,eastmoney_fundcode_search
561930,沪深300ETF招商,指数型-股票,eastmoney_fundcode_search
561950,中证500增强ETF招商,指数型-股票,eastmoney_fundcode_search
561960,央企回报ETF招商,指数型-股票,eastmoney_fundcode_search
561980,半导体设备ETF招商,指数型-股票,eastmoney_fundcode_search
561990,沪深300增强ETF招商,指数型-股票,eastmoney_fundcode_search
562000,A100ETF华宝,指数型-股票,eastmoney_fundcode_search
562010,绿色能源ETF华宝,指数型-股票,eastmoney_fundcode_search
562030,信创ETF华宝,指数型-股票,eastmoney_fundcode_search
562050,药ETF华宝,指数型-股票,eastmoney_fundcode_search
562060,标普A股红利ETF华宝,指数型-股票,eastmoney_fundcode_search
562070,沪深300指增ETF华宝,指数型-股票,eastmoney_fundcode_search
562080,300现金流ETF华宝,指数型-股票,eastmoney_fundcode_search
562300,碳中和ETF银华,指数型-股票,eastmoney_fundcode_search
562310,沪深300成长ETF银华,指数型-股票,eastmoney_fundcode_search
562320,沪深300价值ETF银华,指数型-股票,eastmoney_fundcode_search
562330,中证500价值ETF银华,指数型-股票,eastmoney_fundcode_search
562340,中证500成长ETF银华,指数型-股票,eastmoney_fundcode_search
562350,电力ETF银华,指数型-股票,eastmoney_fundcode_search
562360,机器人ETF银华,指数型-股票,eastmoney_fundcode_search
562380,央企科技ETF银华,指数型-股票,eastmoney_fundcode_search
562390,中药ETF银华,指数型-股票,eastmoney_fundcode_search
562500,机器人ETF华夏,指数型-股票,eastmoney_fundcode_search
562510,旅游ETF华夏,指数型-股票,eastmoney_fundcode_search
562520,中证1000成长ETF华夏,指数型-股票,eastmoney_fundcode_search
562530,中证1000价值ETF华夏,指数型-股票,eastmoney_fundcode_search
562550,绿电ETF华夏,指数型-股票,eastmoney_fundcode_search
562560,信息技术ETF华夏,指数型-股票,eastmoney_fundcode_search
562570,信创ETF华夏,指数型-股票,eastmoney_fundcode_search
562580,可选消费ETF华夏,指数型-股票,eastmoney_fundcode_search
562590,半导体设备ETF华夏,指数型-股票,eastmoney_fundcode_search
562600,医疗器械ETF华夏,指数型-股票,eastmoney_fundcode_search
562660,中证2000ETF华夏,指数型-股票,eastmoney_fundcode_search
562700,汽车零部件ETF华夏,指数型-股票,eastmoney_fundcode_search
562800,稀有金属ETF嘉实,指数型-股票,eastmoney_fundcode_search
562810,上证指数增强ETF嘉实,指数型-股票,eastmoney_fundcode_search
562820,集成电路ETF嘉实,指数型-股票,eastmoney_fundcode_search
562850,央企能源ETF嘉实,指数型-股票,eastmoney_fundcode_search
562860,疫苗ETF嘉实,指数型-股票,eastmoney_fundcode_search
562870,证券ETF嘉实,指数型-股票,eastmoney_fundcode_search
562880,电池ETF嘉实,指数型-股票,eastmoney_fundcode_search
562890,A50ETF嘉实,指数型-股票,eastmoney_fundcode_search
562900,农业ETF易方达,指数型-股票,eastmoney_fundcode_search
562910,高端制造ETF易方达,指数型-股票,eastmoney_fundcode_search
562920,信息安全ETF易方达,指数型-股票,eastmoney_fundcode_search
562930,软件ETF易方达,指数型-股票,eastmoney_fundcode_search
